pltID,mukey,muname
4_51_139_15,517354,"Carbo-Rock outcrop complex, 2 to 15 percent slopes"
4_51_165_119,518367,"Allegheny fine sandy loam, 1 to 7 percent slopes"
4_51_165_175,518420,"Lehew, Dekalb, and Calvin soils, 45 to 65 percent slopes, very stony"
4_51_165_61,518406,"Laidig gravelly fine sandy loam, 2 to 7 percent slopes"
4_51_69_42,521064,"Frederick-Poplimento loams, 7 to 15 percent slopes"
5_51_105_31,521754,"Wallen-Rock outcrop complex, 35 to 85 percent slopes, very stony"
5_51_155_22,521283,"Sherando rubbly sandy loam, 30 to 65 percent slopes"
5_51_191_87,519356,"Bland silty clay loam, 25 to 50 percent slopes, rocky"
5_51_197_30,518914,"Marbie-Wyrick complex, 7 to 15 percent slopes"
5_51_51_49,2399876,"Marrowbone-Gilpin complex, 15 to 25 percent slopes"
2_24_33_1314,2474828,"Westphalia and Dodon soils, 25 to 40 percent slopes"
1_39_131_5620,2452602,"Omulga silt loam, 2 to 6 percent slopes"
2_39_127_13398,537522,"Dumps, mine"
2_39_73_4638,1398094,"Shelocta silt loam, 8 to 15 percent slopes"
3_39_59_5764,536870,"Berks channery silt loam, 35 to 70 percent slopes"
3_39_67_3343,3175327,"Morristown channery silty clay loam, 25 to 70 percent slopes, unreclaimed, highwall"
4_39_153_7019,825410,"Wadsworth silt loam, 2 to 6 percent slopes"
5_42_59_1941,542153,"Dormont-Culleoka complex, 25 to 50 percent slopes"
8_42_107_2795,539757,"Udorthents, strip mine"
3_54_39_140,512830,"Clymer-Dekalb complex, very steep"
3_54_45_6,1155555,"Matewan-Pineville-Guyandotte association, very steep, extremely stony"
4_54_103_2014,513709,"Gilpin-Peabody complex, 25 to 35 percent slopes, moderately eroded"
4_54_103_2417,513715,Nolin loam
4_54_79_23,513160,"Gilpin-Upshur complex, 15 to 25 percent slopes"
1_1_3_58,328223,Wet clayey alluvial land
2_1_119_63,331497,"Typic Udorthents, loamy, 0 to 4 percent slopes"
3_1_123_53,1476447,"Badin-Tallapoosa-Fruithurst complex, 3 to 10 percent slopes"
3_1_47_9,329054,"Canton Bend fine sandy loam, 0 to 2 percent slopes"
4_1_125_159,331527,"Smithdale fine sandy loam, 6 to 15 percent slopes"
1_12_1_98,320778,"Blichton sand, 2 to 5 percent slopes"
1_13_251_17,2580270,"Cowarts loamy sand, 2 to 5 percent slopes"
1_13_251_35,2580245,"Bladen fine sandy loam, 0 to 2 percent slopes, occasionally flooded"
1_13_271_25,325386,"Kinston-Bibb association, 0 to 2 percent slopes, frequently flooded"
1_13_51_103,125380,Kershaw-Osier complex
1_13_91_50,325408,"Tifton loamy sand, 2 to 5 percent slopes"
2_13_155_16,325224,"Tifton loamy sand, 2 to 5 percent slopes"
2_13_155_8,325213,"Plummer sand, 0 to 3 percent slopes"
2_13_27_22,325414,"Alapaha loamy sand, 0 to 2 percent slopes, occasionally flooded"
2_13_27_8,325453,"Tifton sandy loam, 5 to 8 percent slopes, eroded"
2_13_93_47,325806,"Tifton sandy loam, 5 to 8 percent slopes, eroded"
3_13_197_12,126167,"Bibb sandy loam, frequently flooded"
3_13_23_9,325373,"Dothan loamy sand, 2 to 5 percent slopes"
3_13_243_98,334774,"Greenville sandy clay loam, 2 to 5 percent slopes"
3_13_245_28,324865,Chewacla-Chastain association
3_13_261_3,326279,"Tifton sandy loam, 2 to 5 percent slopes, moderately eroded"
3_13_301_26,125543,"Appling sandy loam, 2 to 6 percent slopes"
3_13_319_32,326374,"Susquehanna sandy loam, 5 to 12 percent slopes"
4_13_121_28,1672358,"Grover-Mountain Park complex, 10 to 20 percent slopes, stony"
5_13_15_23,1611679,"Decatur loam, 15 to 25 percent slopes"
2_22_109_60,393667,"Fausse clay, 0 to 1 percent slopes, frequently flooded"
2_22_57_98,808511,"Barbary muck, 0 to 1 percent slopes, frequently flooded"
2_22_77_24,1678438,"Sharkey soils, occasionally flooded"
2_22_7_24,1414499,"Barbary muck, 0 to 1 percent slopes, frequently flooded"
2_22_93_5,1415791,"Barbary soils, 0 to 1 percent slopes, frequently flooded"
2_22_9_29,1711958,"Roxana very fine sandy loam, 0 to 3 percent slopes, gently undulating"
3_22_115_102,3103234,"Guyton-Ouachita complex, 0 to 1 percent slopes, frequently flooded"
3_22_115_68,3103234,"Guyton-Ouachita complex, 0 to 1 percent slopes, frequently flooded"
3_22_11_12,1725696,"Caddo-Messer complex, 0 to 1 percent slopes"
3_22_11_44,1725726,"Sugartown very fine sandy loam, 1 to 3 percent slopes"
3_22_11_53,1725705,"Guyton-Ouachita complex, 0 to 1 percent slopes, frequently flooded"
3_22_19_7,1413688,"Kinder-Gist complex, 0 to 1 percent slopes"
3_22_39_1,1017123,"Dossman silt loam, 1 to 5 percent slopes, eroded"
3_22_39_14,1017119,Calhoun silt loam
3_22_39_17,1017133,"Guyton-Ouachita complex, 0 to 1 percent slopes, frequently flooded"
3_22_39_8,1017153,"Kinder-Vidrine complex, 0 to 1 percent slopes"
3_22_3_13,1586097,"Caddo-Messer complex, 0 to 1 percent slopes"
3_22_3_14,1586111,"Malbis fine sandy loam, 1 to 5 percent slopes"
3_22_3_21,1586104,"Guyton-Ouachita complex, 0 to 1 percent slopes, frequently flooded"
3_22_59_10,1600196,"Una silty clay loam, frequently flooded"
3_22_79_122,569974,"Moreland clay, 0 to 1 percent slopes, occasionally flooded"
3_22_79_16,569958,"Gore very fine sandy loam, 1 to 5 percent slopes"
3_22_79_33,569962,"Kisatchie-Cadeville association, hilly"
3_22_79_93,569961,"Guyton-Ouachita complex, 0 to 1 percent slopes, frequently flooded"
3_22_85_11,1903025,"Bowie fine sandy loam, 1 to 5 percent slopes"
3_22_85_34,1903037,"Keithville very fine sandy loam, 1 to 5 percent slopes"
4_22_103_55,327013,"Prentiss fine sandy loam, 0 to 1 percent slopes"
4_22_105_39,1536518,"Ouachita, Ochlockonee and Guyton soils, 0 to 3 percent slopes, frequently flooded"
4_22_105_51,1536511,"Guyton silt loam, 0 to 1 percent slopes, rarely flooded"
4_22_105_57,1536504,"Abita silt loam, 0 to 2 percent slopes"
4_22_33_11,577018,"Satsuma silt, 1 to 3 percent slopes"
4_22_33_27,738041,"Gilbert silt loam, 0 to 1 percent slopes"
4_22_33_6,577019,"Springfield silt loam, 0 to 1 percent slopes"
4_22_37_16,1605275,"Ouachita, Ochlockonee and Guyton soils, 0 to 3 percent slopes, frequently flooded"
4_22_37_22,1605284,"Tangi silt loam, 3 to 8 percent slopes"
4_22_37_26,1605268,"Loring silt loam, 1 to 3 percent slopes"
4_22_37_5,1605268,"Loring silt loam, 1 to 3 percent slopes"
4_22_63_13,569747,"Myatt fine sandy loam, occasionally flooded"
4_22_63_14,569743,"Gilbert-Brimstone silt loams, occasionally flooded"
4_22_63_35,569737,"Colyell silt loam, 1 to 3 percent slopes, rarely flooded"
4_22_63_40,569748,"Natalbany silty clay loam, frequently flooded"
4_22_63_54,569753,"Satsuma silt loam, 1 to 3 percent slopes"
5_22_111_23,1725359,"Ruston fine sandy loam, 1 to 5 percent slopes"
5_22_127_20,1725979,"Sacul fine sandy loam, 5 to 20 percent slopes"
5_22_127_32,1725947,"Bellwood loam, 5 to 15 percent slopes"
5_22_127_42,1725959,"Guyton silt loam, 0 to 1 percent slopes, frequently flooded"
5_22_15_98,570977,"Gallion silt loam, 0 to 1 percent slopes"
5_22_17_101,2805698,"Bowie fine sandy loam, 1 to 5 percent slopes"
5_22_17_41,2805700,"Briley loamy fine sand, 1 to 5 percent slopes"
5_22_31_55,2795804,"Eastwood very fine sandy loam, 1 to 5 percent slopes"
5_22_73_49,1725280,"Frizzell silt loam, 0 to 2 percent slopes"
5_22_81_4,1720677,"Moreland silt loam, 0 to 1 percent slopes, rarely flooded"
1_45_29_52,132269,Echaw loamy fine sand
1_45_53_56,132529,Buncombe-Santee association
1_45_5_30,132357,"Blanton sand, 0 to 6 percent slopes"
1_45_5_53,132361,"Bonneau fine sand, 2 to 6 percent slopes"
2_45_15_59,131956,"Goldsboro loamy sand, 0 to 2 percent slopes"
2_45_19_16,138313,Yonges loamy fine sand
2_45_67_71,130586,Smithboro silt loam
2_45_67_75,130556,Cantey loam
2_51_143_26,119950,"Minnieville clay loam, 2 to 7 percent slopes, severely eroded"
2_51_143_71,120159,"Clifford sandy clay loam, 7 to 15 percent slopes, severely eroded"
2_51_19_30,135924,"Edneytown loam, 25 to 60 percent slopes, extremely stony"
2_51_19_73,135978,"Wintergreen fine sandy loam, 15 to 25 percent slopes"
2_51_31_14,120706,"Georgeville loam, 2 to 6 percent slopes, eroded"
2_51_31_46,120692,"Cullen loam, 6 to 15 percent slopes, eroded"
2_51_37_46,118737,"Helena fine sandy loam, 2 to 6 percent slopes, eroded"
2_51_67_56,582012,"Minnieville loam, 15 to 25 percent slopes"
2_51_89_25,122347,"Woolwine-Clifford complex, 25 to 45 percent slopes"
3_51_125_47,136831,"Edneytown loam, 25 to 50 percent slopes"
3_51_125_6,137132,"Wintergreen loam, 2 to 7 percent slopes"
3_51_125_61,137112,"Thurmont loam, 2 to 7 percent slopes, very stony"
3_51_125_62,136848,"Edneytown-Peaks complex, 35 to 55 percent slopes, extremely stony"
3_51_125_87,137086,"Saunook loam, 25 to 50 percent slopes, very stony"
3_51_3_86,516358,"Hayesville loam, 2 to 7 percent slopes"
3_51_47_35,1726190,"Clifford loam, 2 to 7 percent slopes"
3_51_61_17,1895308,"Pignut-Rock outcrop complex, 15 to 25 percent slopes"
3_51_61_70,1895307,"Pignut silt loam, 25 to 45 percent slopes, extremely stony"
3_51_75_27,118995,"Louisburg fine sandy loam, 25 to 45 percent slopes, eroded"
3_51_79_10,516904,"Myersville and Catoctin extremely stony silt loams, 25 to 80 percent slopes"
3_51_9_39,136719,"Edneytown-Peaks complex, 35 to 55 percent slopes, extremely stony"
3_51_9_43,136700,"Stott Knob-Rhodhiss complex, 25 to 50 percent slopes"
4_51_15_1,517801,"Frederick-Christian silt loams, rocky, 7 to 15 percent slopes, eroded"
4_51_15_100,518033,"Rock outcrop-Frederick complex, steep"
4_51_15_126,518085,"Weikert very channery silt loam, 15 to 25 percent slopes, severely eroded"
4_51_161_55,520223,"Edneyville fine sandy loam, 25 to 55 percent slopes"
4_51_163_55,2514846,"Shottower fine sandy loam, 8 to 15 percent slopes"
4_51_23_40,519124,"Timberville silt loam, 0 to 7 percent slopes, occasionally flooded"
4_51_43_13,516524,"Laidig very stony loam, 8 to 25 percent slopes"
4_51_69_30,521065,"Frederick-Poplimento loams, 15 to 25 percent slopes"
4_51_69_52,521131,"Buchanan very stony sandy loam, 2 to 7 percent slopes"
4_51_69_54,521075,"Gainesboro-Lehew complex, 7 to 15 percent slopes"
5_51_105_40,521748,"Tumbling loam, 25 to 35 percent slopes, very stony"
5_51_121_20,517096,"Jefferson extremely stony soils, 7 to 25 percent slopes"
5_51_173_43,518789,"Carbo-Rock outcrop complex, 25 to 65 percent slopes"
5_51_195_15,2508552,"Gilpin-Summers-Kimper complex, 20 to 55 percent slopes, very stony"
5_51_195_72,2508565,"Kaymine and Fiveblock soils, 55 to 80 percent slopes, extremely stony"
5_51_77_53,516808,"Peaks very gravelly loam, 35 to 55 percent slopes, extremely stony"
1_12_109_84,1392055,EauGallie fine sand
